# Yale Bright Star Catalogue, 5th revised ed. (Hoffleit & Warren 1991, CDS V/50), stars to V=5.0.
# HR,RA J2000 deg,Dec J2000 deg,Vmag
4538,177.4858,-70.2258,4.97
4540,177.6738,1.7647,3.61
4546,177.7862,-45.1736,4.46
4549,177.9633,-65.2061,4.90
4552,178.2275,-33.9081,4.28
4554,178.4575,53.6947,2.44
4583,179.9054,-78.2219,4.91
4589,180.2183,6.6142,4.66
4599,180.7562,-63.3128,4.33
4603,181.0800,-63.1656,4.72
4608,181.3021,8.7331,4.12
4616,181.7204,-64.6136,4.15
4618,182.0217,-50.6614,4.47
4621,182.0896,-50.7225,2.60
4623,182.1033,-24.7289,4.02
4630,182.5312,-22.6197,3.00
4638,182.9129,-52.3686,3.96
4656,183.7862,-58.7489,2.80
4660,183.8567,57.0325,3.31
4662,183.9517,-17.5419,2.59
4667,184.0854,23.9453,4.95
4668,184.1254,33.0614,5.00
4671,184.3921,-67.9608,4.11
4674,184.5863,-79.3122,4.26
4679,184.6088,-64.0031,4.04
4682,184.7488,-55.1431,5.00
4689,184.9767,-0.6669,3.89
4695,185.0875,3.3125,4.96
4697,185.1792,17.7928,4.74
4700,185.3400,-60.4011,3.59
4707,185.6263,25.8461,4.81
4716,186.0062,51.5622,4.80
4729,186.6288,-63.1225,4.86
4730,186.6496,-63.0992,1.33
4731,186.6521,-63.0994,1.73
4732,186.6317,-51.4508,4.82
4733,186.6004,27.2683,4.95
4737,186.7346,28.2683,4.36
4738,186.7471,26.8256,5.00
4743,187.0100,-50.2306,3.91
4757,187.4663,-16.5156,2.95
4763,187.7913,-57.1133,1.63
4765,187.5279,69.2011,4.95
4773,188.1167,-72.1331,3.87
4775,188.0175,-16.1961,4.31
4785,188.4354,41.3575,4.26
4786,188.5967,-23.3967,2.65
4787,188.3708,69.7883,3.87
4789,188.7129,22.6292,4.81
4795,188.6833,70.0219,4.94
4798,189.2958,-69.1356,2.69
4802,189.4258,-48.5411,3.86
4813,189.8117,-7.9956,4.66
4817,189.9688,-39.9875,4.64
4819,190.3792,-48.9597,2.17
4823,190.4858,-59.6858,4.93
4825,190.4150,-1.4494,3.65
4826,190.4150,-1.4494,3.68
4828,190.4712,10.2356,4.88
4831,190.6475,-48.8131,4.66
4842,191.4079,-60.9811,4.69
4844,191.5704,-68.1081,3.05
4846,191.2825,45.4403,4.99
4848,191.5946,-56.4889,4.65
4853,191.9300,-59.6886,1.25
4874,192.6717,-33.9994,4.91
4883,192.9246,27.5406,4.94
4888,193.2788,-48.9433,4.33
4889,193.3592,-40.1789,4.27
4894,193.3242,21.2450,4.90
4897,193.6633,-59.1467,4.62
4898,193.6483,-57.1778,4.03
4902,193.5883,-9.5389,4.79
4905,193.5071,55.9597,1.77
4910,193.9008,3.3975,3.38
4915,194.0071,38.3183,2.90
4920,194.7308,17.4094,4.78
4923,195.5675,-71.5489,3.62
4924,195.0687,30.7850,4.90
4931,195.1825,56.3664,4.93
4932,195.5442,10.9592,2.83
4933,195.8883,-49.5272,4.85
4940,196.5696,-48.4636,4.71
4942,196.7275,-49.9061,4.27
4954,196.7946,27.6247,4.80
4958,197.2638,-23.1181,4.95
4963,197.4875,-5.5389,4.38
4975,198.0725,-59.9208,4.60
4979,198.0133,-37.8031,4.85
4983,197.9683,27.8781,4.26
4989,198.5617,-59.1033,4.92
4993,198.8121,-67.8944,4.80
4997,198.4292,40.1528,4.92
5002,199.3042,-66.7836,4.87
5015,199.4013,5.4697,4.80
5017,199.3854,40.5725,4.73
5019,199.6013,-18.3114,4.74
5020,199.7304,-23.1717,3.00
5028,200.1492,-36.7122,2.75
5035,200.6579,-60.9883,4.53
5041,201.0021,-64.5358,4.53
5054,200.9812,54.9253,2.27
5055,200.9850,54.9217,3.95
5056,201.2983,-11.1614,0.98
5062,201.3063,54.9881,4.01
5068,201.8633,-15.9736,4.76
5072,202.1075,13.7789,4.98
5080,202.4283,-23.2814,4.97
5089,202.7613,-39.4075,3.88
5095,202.9913,-6.2558,4.69
5105,203.5329,3.6589,4.94
5107,203.6733,-0.5958,3.37
5110,203.6992,37.1825,4.98
5112,203.6137,49.0161,4.70
5127,204.3650,36.2950,4.82
5132,204.9717,-53.4664,2.30
5154,205.1846,54.6817,4.66
5168,206.4217,-33.0439,4.23
5172,206.6638,-51.4328,4.65
5185,206.8154,17.4567,4.50
5190,207.3762,-41.6878,3.41
5191,206.8850,49.3133,1.86
5192,207.3612,-34.4508,4.19
5193,207.4042,-42.4739,3.04
5196,207.4679,-18.1342,4.97
5200,207.3692,15.7978,4.07
5201,207.4283,21.2642,4.91
5210,207.9567,-32.9944,4.56
5219,207.9479,34.4442,4.74
5221,208.3021,-31.9278,4.73
5226,207.8579,64.7233,4.65
5231,208.8850,-47.2883,2.55
5235,208.6713,18.3978,2.68
5241,209.4121,-63.6867,4.71
5248,209.5679,-42.1008,3.83
5249,209.6700,-44.8036,3.87
5260,210.4308,-45.6036,4.34
5264,210.4117,1.5444,4.26
5267,210.9558,-60.3731,0.61
5285,211.5117,-41.1797,4.36
5287,211.5929,-26.6825,3.27
5288,211.6708,-36.3700,2.06
5291,211.0971,64.3758,3.65
5297,212.4783,-53.4392,4.75
5301,212.7104,-16.3019,4.91
5303,214.5575,-81.0078,4.91
5304,212.5996,25.0917,4.83
5315,213.2242,-10.2736,4.19
5321,212.2121,77.5475,4.82
5329,213.3708,51.7903,4.54
5338,214.0037,-6.0006,4.08
5339,216.7287,-83.6678,4.32
5340,213.9154,19.1825,-0.04
5350,214.0413,51.3672,4.75
5351,214.0958,46.0883,4.18
5354,214.8508,-46.0578,3.55
5358,215.0813,-56.3867,4.33
5359,214.7775,-13.3711,4.52
5361,214.4992,35.5094,4.81
5364,215.1771,-45.1872,4.77
5367,215.1392,-37.8853,4.05
5370,214.9383,16.3069,4.86
5371,215.6542,-58.4594,4.92
5378,215.7592,-39.5122,4.42
5381,215.7742,-27.7539,4.77
5395,216.5342,-45.2214,4.56
5396,216.5450,-45.3794,4.35
5404,216.2992,51.8508,4.05
5407,217.0433,-29.4917,4.97
5409,217.0504,-2.2281,4.81
5425,218.1537,-50.4569,4.42
5429,217.9575,30.3714,3.58
5430,216.8812,75.6961,4.25
5435,218.0196,38.3083,3.03
5440,218.8767,-42.1578,2.31
5447,218.6700,29.7450,4.46
5453,219.4717,-49.4258,4.05
5459,219.8996,-60.8353,-0.01
5460,219.9004,-60.8356,1.33
5463,220.6267,-64.9753,3.19
5469,220.4825,-47.3883,2.30
5470,221.9650,-79.0447,3.83
5471,220.4900,-37.7936,4.00
5475,220.1817,16.4183,4.94
5477,220.2871,13.7283,4.83
5478,220.2871,13.7283,4.43
5480,220.4117,8.1617,4.86
5485,220.9142,-35.1736,4.05
5487,220.7650,-5.6583,3.88
5489,221.2467,-35.1919,4.92
5490,220.8558,26.5278,4.81
5497,221.5004,-25.4431,4.94
5502,221.3104,16.9644,4.60
5506,221.2467,27.0742,2.70
5511,221.5621,1.8928,3.72
5526,222.5721,-27.9603,4.41
5528,222.9100,-43.5756,4.32
5531,222.7196,-16.0417,2.75
5535,222.7542,-2.2992,4.94
5544,222.8471,19.1011,4.55
5563,222.6763,74.1556,2.08
5570,224.2958,-4.3464,4.49
5571,224.6329,-43.1339,2.68
5576,224.7904,-42.1042,3.13
5586,225.2433,-8.5189,4.92
5589,224.3958,65.9325,4.60
5600,225.5271,25.0081,4.81
5601,225.7250,2.0914,4.40
5602,225.4867,40.3906,3.50
5603,226.0175,-25.2819,3.29
5605,226.2800,-47.0511,4.72
5606,226.2800,-47.0511,4.82
5616,226.1112,26.9475,4.54
5618,225.9475,47.6544,4.76
5626,227.2108,-45.2797,4.05
5634,226.8254,24.8692,4.93
5646,227.9838,-48.7378,3.87
5649,228.0712,-52.0992,3.41
5651,228.2062,-44.5006,4.82
5652,228.0554,-19.7917,4.54
5660,228.6554,-31.5192,4.91
5666,229.4121,-63.6106,4.86
5670,229.3783,-58.8011,4.07
5671,229.7275,-68.6794,2.89
5681,228.8758,33.3147,3.47
5683,229.6333,-47.8750,4.27
5685,229.2517,-9.3831,2.61
5686,229.4579,-30.1489,4.34
5695,230.3429,-40.6475,3.22
5698,230.5346,-47.9278,5.00
5704,230.8446,-59.3208,4.51
5705,230.4517,-36.2614,3.56
5708,230.6704,-44.6894,3.37
5712,230.7892,-36.8586,4.54
5723,231.0496,-10.3222,4.94
5724,231.3342,-38.7336,4.60
5733,231.1225,37.3772,4.31
5735,230.1821,71.8339,3.05
5744,231.2325,58.9661,3.29
5747,231.9571,29.1058,3.68
5771,234.1800,-66.3169,4.11
5776,233.7854,-41.1669,2.78
5777,233.5446,-10.0644,4.62
5778,233.2325,31.3592,4.14
5781,233.9717,-44.9586,4.54
5787,233.8817,-14.7894,3.91
5788,233.7004,10.5375,3.80
5789,233.7004,10.5392,3.80
5793,233.6721,26.7147,2.23
5794,234.2562,-28.1350,3.58
5797,234.5133,-42.5675,4.33
5812,234.6642,-29.7778,3.66
5820,234.9417,-34.4119,4.67
5824,235.0704,-23.8181,4.96
5825,235.2971,-44.6611,4.64
5826,232.8538,77.3494,4.96
5838,235.4867,-19.6789,4.74
5839,235.6708,-34.7106,4.75
5842,235.3879,19.6703,4.52
5849,235.6858,26.2956,3.84
5854,236.0671,6.4256,2.65
5867,236.5471,15.4219,3.67
5868,236.6108,7.3531,4.43
5879,237.1850,18.1417,4.09
5881,237.4050,-3.4303,3.53
5883,237.7396,-33.6272,3.95
5885,237.7446,-25.7514,4.64
5889,237.3988,26.0683,4.63
5892,237.7042,4.4778,3.71
5897,238.7854,-63.4306,2.85
5899,237.8162,20.9778,4.76
5901,237.8079,35.6575,4.82
5903,236.0146,77.7944,4.32
5904,238.4029,-25.3272,4.59
5908,238.4562,-16.7294,4.15
5914,238.1688,42.4517,4.62
5928,239.2212,-29.2142,3.88
5933,239.1133,15.6617,3.85
5941,239.5475,-14.2794,4.88
5943,239.8762,-41.7444,4.99
5944,239.7129,-26.1142,2.89
5947,239.3971,26.8778,4.15
5948,240.0304,-38.3969,3.41
5953,240.0833,-22.6217,2.32
5958,239.8758,25.9203,2.00
5960,239.4475,54.7497,4.95
5961,240.8829,-57.7753,4.63
5962,240.8038,-49.2297,4.65
5967,240.8508,-38.6025,4.89
5969,240.8358,-25.8653,5.00
5971,240.3608,29.8511,4.99
5972,240.5738,22.8044,4.83
5978,241.0921,-11.3731,4.77
5980,241.6225,-45.1733,4.72
5982,240.6996,46.0367,4.76
5984,241.3592,-19.8056,2.62
5985,241.3604,-19.8019,4.92
5986,240.4721,58.5653,4.01
5987,241.6479,-36.8022,4.23
5993,241.7017,-20.6692,3.96
5997,241.8513,-20.8686,4.32
6008,242.0187,17.0469,5.00
6018,242.2429,36.4908,4.76
6020,245.0867,-78.6958,4.68
6023,242.1925,44.9350,4.26
6024,243.3696,-54.6306,4.94
6027,242.9988,-19.4606,4.01
6028,243.0758,-27.9264,4.59
6030,243.8596,-63.6856,3.85
6031,243.0000,-10.0642,4.94
6056,243.5863,-3.6944,2.74
6058,244.2538,-50.0683,4.99
6070,244.5746,-28.6139,4.78
6072,244.9600,-50.1556,4.02
6075,244.5804,-4.6925,3.24
6081,245.1592,-24.1694,4.55
6084,245.2971,-25.5928,2.89
6092,244.9350,46.3133,3.89
6093,245.5183,1.0292,4.82
6095,245.4800,19.1531,3.75
6098,247.1171,-70.0844,4.91
6102,248.3625,-78.8972,3.89
6103,245.5242,30.8919,4.85
6104,246.0258,-20.0375,4.50
6115,246.7962,-47.5550,4.47
6116,244.3762,75.7553,4.95
6117,246.3542,14.0333,4.57
6118,246.7558,-18.4564,4.42
6129,246.9504,-8.3717,4.63
6132,245.9979,61.5142,2.74
6134,247.3517,-26.4319,0.96
6141,247.5517,-25.1150,4.79
6143,247.8454,-34.7044,4.23
6147,247.7846,-16.6128,4.28
6148,247.5550,21.4897,2.77
6149,247.7283,1.9839,3.82
6153,248.0342,-21.4664,4.45
6155,248.5208,-44.0453,4.94
6159,248.1513,11.4881,4.84
6161,246.9958,68.7681,5.00
6163,250.7692,-77.5175,4.24
6165,248.9708,-28.2161,2.82
6166,249.0938,-35.2556,4.16
6168,248.5258,42.4369,4.20
6175,249.2896,-10.5672,2.56
6196,250.3933,-17.7422,4.96
6200,249.6871,48.9283,4.90
6212,250.3217,31.6031,2.81
6217,252.1662,-69.0278,1.92
6220,250.7242,38.9222,3.53
6223,250.2296,64.5892,4.83
6229,252.4463,-59.0414,3.76
6237,251.3242,56.7819,4.85
6241,252.5408,-34.2933,2.29
6243,252.4583,-10.7831,4.65
6247,252.9675,-38.0475,3.08
6252,253.0838,-38.0175,3.57
6254,252.3092,45.9833,4.82
6262,253.4988,-42.3622,4.73
6271,253.6458,-42.3614,3.62
6281,253.5021,10.1653,4.38
6285,254.6550,-55.9903,3.13
6295,254.8963,-53.1606,4.06
6299,254.4171,9.3750,3.20
6315,254.0071,65.1347,4.89
6318,255.2650,-4.2225,4.82
6322,251.4921,82.0372,4.23
6324,255.0725,30.9264,3.92
6334,256.2058,-34.1228,4.87
6337,255.7825,14.0919,4.98
6355,256.3446,12.7408,4.91
6378,257.5946,-15.7247,2.43
6380,258.0383,-43.2392,3.33
6396,257.1967,65.7147,3.17
6406,258.6621,14.3903,3.48
6410,258.7579,24.8392,3.14
6415,259.1529,-0.4453,4.73
6417,260.4975,-67.7706,4.78
6418,258.7617,36.8092,3.16
6431,259.3313,33.1000,4.82
6436,259.4179,37.2917,4.65
6445,260.2508,-21.1128,4.39
6446,260.2071,-12.8469,4.33
6452,260.0788,18.0572,5.00
6453,260.5025,-24.9994,3.27
6461,261.3250,-55.5300,2.85
6462,261.3483,-56.3775,3.34
6485,260.9208,37.1458,4.52
6486,261.5925,-24.1753,4.17
6492,261.8388,-29.8669,4.29
6493,261.6579,-5.0867,4.54
6498,261.6288,4.1403,4.34
6500,262.7746,-60.6839,3.62
6508,262.6908,-37.2958,2.69
6510,262.9604,-49.8761,2.95
6519,262.8542,-23.9628,4.81
6526,262.6846,26.1106,4.41
6527,263.4021,-37.1039,1.63
6536,262.6083,52.3014,2.79
6537,263.9150,-46.5056,4.59
6546,264.1367,-38.6353,4.29
6553,264.3300,-42.9978,1.87
6554,263.0442,55.1842,4.88
6555,263.0667,55.1731,4.87
6556,263.7337,12.5600,2.08
6561,264.3967,-15.3986,3.54
6567,264.4613,-8.1189,4.62
6569,265.0983,-49.4156,4.77
6580,265.6221,-39.0300,2.41
6581,265.3537,-12.8753,4.26
6582,266.4333,-64.7239,3.62
6588,264.8662,46.0064,3.80
6595,265.8575,-21.6833,4.87
6596,264.2379,68.7581,4.80
6603,265.8683,4.5672,2.77
6615,266.8963,-40.1269,3.03
6616,266.8900,-27.8308,4.54
6623,266.6146,27.7206,3.42
6628,267.2937,-31.7033,4.83
6629,266.9733,2.7072,3.75
6630,267.4646,-37.0433,3.21
6631,267.5467,-40.0906,4.81
6636,265.4846,72.1489,4.58
6675,269.1975,-44.3422,4.86
6682,269.4487,-41.7161,4.88
6688,268.3821,56.8728,3.75
6695,269.0633,37.2506,3.86
6698,269.7567,-9.7736,3.34
6700,269.9483,-23.8161,4.76
6703,269.4412,29.2478,3.70
6705,269.1517,51.4889,2.23
6707,269.6258,30.1894,4.41
6710,270.1208,-3.6903,4.62
6712,270.0658,4.3686,4.64
6713,270.0142,16.7508,4.67
6714,270.1612,2.9317,3.97
6723,270.4383,1.3053,4.45
6730,270.3767,21.5956,4.96
6742,271.2554,-29.5800,4.69
6743,271.6579,-50.0917,3.66
6745,272.1450,-63.6683,4.35
6746,271.4521,-30.4242,2.99
6752,271.3637,2.4994,4.03
6766,272.0208,-28.4572,4.57
6770,271.8267,8.7339,4.64
6771,271.8375,9.5639,3.73
6779,271.8858,28.7625,3.83
6783,272.8075,-45.9544,4.53
6787,272.1896,20.8144,4.36
6789,263.0538,86.5864,4.36
6791,271.8700,43.4617,5.00
6801,272.9308,-23.7011,4.98
6812,273.4408,-21.0589,3.86
6815,272.9758,31.4053,4.97
6832,274.4067,-36.7617,3.11
6842,274.5133,-27.0425,4.65
6855,275.8067,-61.4939,4.36
6859,275.2487,-29.8281,2.70
6866,275.2171,3.3772,4.86
6868,275.0746,21.9614,4.95
6869,275.3275,-2.8989,3.26
6872,274.9654,36.0644,4.33
6879,276.0429,-34.3847,1.85
6884,275.9146,-8.9342,4.68
6895,275.9246,21.7697,3.84
6896,276.3375,-20.5417,4.81
6897,276.7433,-45.9683,3.51
6905,277.2079,-49.0708,4.13
6913,276.9925,-25.4217,2.81
6916,277.8433,-62.2783,4.64
6920,275.1896,71.3378,4.22
6923,275.9771,58.8006,4.98
6927,275.2642,72.7328,3.57
6930,277.2996,-14.5658,4.70
6934,277.9392,-45.9150,4.96
6945,276.4963,65.5636,4.82
6951,278.3758,-42.3125,4.64
6973,278.8017,-8.2442,3.85
6978,278.1438,57.0456,4.77
6982,280.7588,-71.4281,4.01
7001,279.2346,38.7836,0.03
7012,281.3621,-64.8714,4.79
7020,280.5683,-9.0525,4.72
7029,281.0808,-35.6419,4.87
7032,280.8804,-8.2753,4.90
7039,281.4142,-26.9908,3.17
7056,281.1933,37.6050,4.36
7061,281.4154,20.5464,4.19
7063,281.7938,-4.7478,4.22
7064,281.5187,26.6622,4.83
7069,281.7554,18.1814,4.36
7074,283.0542,-62.1875,4.22
7106,282.5200,33.3628,3.45
7107,284.2375,-67.2336,4.44
7116,283.5425,-22.7450,4.83
7120,283.7796,-22.6714,4.99
7121,283.8163,-26.2967,2.02
7125,282.8004,59.3883,4.66
7133,283.6871,22.6450,4.59
7134,284.6154,-52.9386,4.87
7137,283.3067,50.7083,4.92
7139,283.6258,36.8989,4.30
7141,284.0550,4.2036,4.62
7142,284.0608,4.2019,4.98
7149,284.2654,-5.8461,4.83
7150,284.4325,-21.1067,3.51
7152,284.6808,-37.1075,4.87
7157,283.8338,43.9461,4.04
7176,284.9058,15.0683,4.02
7178,284.7358,32.6894,3.24
7180,283.5996,71.2972,4.82
7188,285.7788,-42.0953,4.75
7192,285.0038,32.1456,4.93
7193,285.4200,-5.7389,4.02
7194,285.6529,-29.8803,2.60
7217,286.1708,-21.7417,3.77
7226,286.6046,-37.0633,4.93
7227,286.6046,-37.0633,4.99
7234,286.7350,-27.6706,3.32
7235,286.3525,13.8633,2.99
7236,286.5621,-4.8825,3.44
7242,287.0871,-40.4967,4.59
7254,287.3679,-37.9044,4.11
7259,287.5071,-39.3408,4.11
7264,287.4408,-21.0236,2.89
7292,288.8850,-25.2567,4.85
7298,288.4396,39.1461,4.39
7304,289.4087,-18.9531,4.96
7306,289.0542,21.3903,4.77
7309,288.4800,57.7050,4.99
7310,288.1388,67.6617,3.07
7314,289.0921,38.1336,4.36
7328,289.2758,53.3686,3.77
7337,290.6596,-44.4589,4.01
7340,290.4183,-17.8472,3.93
7342,290.4317,-15.9550,4.61
7343,290.8050,-44.7997,4.29
7348,290.9717,-40.6161,3.97
7352,288.8875,73.3556,4.45
7371,290.1671,65.7147,4.59
7372,291.0317,29.6214,4.97
7377,291.3746,3.1147,3.36
7387,291.6296,0.3386,4.66
7405,292.1762,24.6650,4.44
7417,292.6804,27.9597,3.08
7420,292.4262,51.7297,3.79
7424,293.8042,-48.0992,4.90
7426,292.9429,34.4531,4.74
7429,293.5225,7.3789,4.45
7437,293.6454,19.7733,5.00
7440,294.1767,-24.8836,4.60
7446,294.2229,-7.0275,4.95
7447,294.1804,-1.2864,4.36
7462,293.0900,69.6611,4.68
7469,294.1104,50.2211,4.48
7478,294.8442,30.1533,4.69
7479,295.0242,18.0139,4.37
7488,295.2621,17.4761,4.37
7515,296.5904,-19.7611,4.86
7517,296.0692,37.3544,4.89
7525,296.5650,10.6133,2.72
7528,296.2437,45.1308,2.87
7534,296.6067,33.7278,4.99
7536,296.8471,18.5342,3.82
7546,297.2446,19.1422,5.00
7557,297.6958,8.8683,0.77
7564,297.6412,32.9142,4.23
7565,297.7671,22.6100,4.95
7570,298.1183,1.0056,3.90
7581,298.8154,-41.8683,4.13
7582,297.0433,70.2678,3.83
7590,300.1479,-72.9106,3.96
7592,298.3654,24.0797,4.58
7595,298.5621,8.4614,4.71
7597,298.9600,-26.2994,4.70
7602,298.8283,6.4067,3.71
7604,299.2367,-27.1700,4.52
7613,298.9654,38.4867,4.94
7615,299.0767,35.0833,3.89
7618,299.7383,-26.1956,4.83
7619,298.9075,52.4389,4.92
7623,299.9342,-35.2764,4.37
7633,298.9808,58.8461,4.96
7635,299.6892,19.4922,3.47
7650,300.6646,-27.7097,4.58
7652,300.8896,-37.9408,4.77
7653,300.2754,27.7536,4.64
7659,301.0817,-32.0564,4.99
7665,302.1817,-66.1819,3.56
7673,301.8467,-52.8808,4.94
7685,300.7046,67.8736,4.51
7708,302.3567,36.8397,4.93
7710,302.8263,-0.8214,3.23
7724,303.5692,15.1975,4.95
7730,303.3250,46.8158,4.83
7735,303.4079,46.7414,3.79
7736,303.6333,36.8064,4.97
7739,303.8163,25.5919,4.78
7740,303.3496,56.5678,4.30
7744,303.9421,27.8142,4.52
7747,304.4121,-12.5083,4.24
7750,302.2221,77.7114,4.39
7751,303.8679,47.7144,3.98
7754,304.5137,-12.5447,3.57
7763,304.4467,38.0331,4.81
7773,305.1658,-12.7592,4.76
7776,305.2529,-14.7814,3.08
7790,306.4121,-56.7350,1.94
7796,305.5571,40.2567,2.20
7806,305.9654,32.1900,4.43
7822,307.2150,-17.8136,4.78
7831,307.4125,-2.8856,4.91
7834,307.3487,30.3686,4.01
7844,307.5146,48.9517,4.95
7848,308.8950,-60.5817,4.76
7850,307.3954,62.9942,4.22
7852,308.3033,11.3033,4.03
7859,309.3971,-61.5300,4.88
7866,308.4758,35.2508,4.61
7869,309.3917,-47.2914,3.11
7871,308.8271,14.6742,4.68
7873,309.1817,-2.5500,4.89
7882,309.3875,14.5953,3.63
7884,309.5846,-1.1053,4.32
7891,309.6304,21.2011,4.82
7906,309.9096,15.9119,3.77
7913,311.2396,-66.2031,3.42
7920,311.0096,-51.9211,4.51
7924,310.3579,45.2803,1.25
7928,310.8646,15.0744,4.43
7936,311.5237,-25.2708,4.14
7939,311.2188,25.2706,4.91
7942,311.4154,30.7197,4.22
7948,311.6646,16.1242,4.27
7949,311.5529,33.9703,2.46
7950,311.9192,-9.4958,3.77
7951,311.9342,-5.0278,4.42
7952,312.3708,-46.2269,4.89
7955,311.3379,57.5797,4.51
7956,311.7950,34.3742,4.92
7957,311.3225,61.8389,3.43
7963,311.8521,36.4908,4.53
7965,312.4921,-33.7797,4.90
7977,312.2346,46.1142,4.84
7980,312.9554,-26.9192,4.11
7986,313.7025,-58.4542,3.65
7990,313.1633,-8.9833,4.73
7995,313.0321,27.0969,4.59
8001,313.3117,44.3872,4.78
8028,314.2933,41.1672,3.94
8039,315.3229,-32.2578,4.67
8047,314.9567,47.5211,4.74
8060,316.1012,-19.8550,4.84
8075,316.4867,-17.2328,4.07
8079,316.2329,43.9278,3.72
8080,316.7821,-25.0058,4.50
8089,316.6504,47.6483,4.55
8093,317.3987,-11.3717,4.51
8097,317.5854,10.1317,4.69
8115,318.2342,30.2269,3.20
8123,318.6204,10.0069,4.49
8130,318.6979,38.0456,3.72
8131,318.9558,5.2478,3.92
8135,319.4846,-32.1725,4.71
8140,319.9667,-53.4497,4.39
8143,319.3542,39.3947,4.23
8146,319.4796,34.8969,4.43
8151,320.1900,-40.8097,4.82
8154,319.6133,43.9458,5.00
8162,319.6450,62.5856,2.44
8167,320.5617,-16.8344,4.28
8173,320.5217,19.8044,4.08
8181,321.6108,-65.3661,4.22
8204,321.6667,-22.4114,3.74
8213,322.1808,-21.8072,4.51
8225,322.4871,23.6389,4.57
8232,322.8896,-5.5711,2.91
8238,322.1650,70.5608,3.23
8252,323.4954,45.5919,4.02
8254,325.3687,-77.3900,3.76
8255,323.6942,38.5342,4.90
8260,324.2700,-19.4661,4.68
8264,324.4379,-7.8542,4.69
8278,325.0229,-16.6622,3.68
8279,324.4800,62.0819,4.73
8288,325.6646,-18.8664,4.73
8301,325.5237,51.1897,4.67
8305,326.2367,-33.0258,4.34
8308,326.0467,9.8750,2.39
8309,326.0358,28.7428,4.73
8313,326.1279,17.3500,4.34
8315,326.1613,25.6450,4.13
8316,325.8767,58.7800,4.08
8317,325.4804,71.3114,4.56
8322,326.7600,-16.1272,2.87
8334,326.3621,61.1208,4.29
8335,326.6983,49.3094,4.23
8353,328.4821,-37.3650,3.01
8368,329.4796,-54.9925,4.40
8383,329.1629,63.6256,4.91
8387,330.8400,-56.7861,4.69
8402,330.8288,-2.1553,4.69
8411,331.5288,-39.5433,4.46
8413,331.4200,5.0586,4.84
8414,331.4458,-0.3197,2.96
8417,330.9475,64.6278,4.29
8418,331.6092,-13.8697,4.27
8425,332.0583,-46.9611,1.74
8430,331.7529,25.3450,3.76
8431,332.0958,-32.9886,4.50
8433,332.1083,-34.0439,4.99
8447,332.5367,-32.5483,4.92
8450,332.5500,6.1978,3.53
8454,332.4967,33.1783,4.29
8465,332.7138,58.2011,3.35
8468,332.4517,72.3411,4.79
8485,333.4696,39.7150,4.49
8486,333.9038,-41.3467,4.79
8494,333.7583,57.0436,4.19
8498,333.9925,37.7489,4.13
8499,334.2083,-7.7833,4.16
8502,334.6254,-60.2597,2.86
8518,335.4142,-1.3872,3.84
8522,335.3304,28.3306,4.81
8523,335.2567,46.5367,4.57
8538,335.8900,52.2292,4.43
8539,336.3192,1.3775,4.66
8540,336.8333,-64.9664,4.48
8541,336.1292,49.4764,4.57
8551,336.9646,4.6956,4.79
8556,337.3175,-43.4956,3.97
8558,337.2071,-0.0203,4.59
8559,337.2087,-0.0200,4.42
8560,337.4396,-43.7494,4.11
8571,337.2929,58.4153,3.75
8572,337.3825,47.7069,4.36
8573,337.6617,-10.6781,4.82
8576,337.8762,-32.3461,4.29
8579,337.6221,43.1233,4.51
8582,338.2504,-61.9822,4.81
8585,337.8229,50.2825,3.77
8597,338.8392,-0.1175,4.02
8613,339.3433,51.5453,4.63
8622,339.8154,39.0503,4.88
8628,340.1642,-27.0436,4.17
8630,341.5137,-81.3817,4.15
8632,340.1288,44.2764,4.46
8634,340.3654,10.8314,3.40
8636,340.6671,-46.8847,2.10
8641,340.4392,29.3075,4.79
8644,340.8750,-41.4144,4.85
8649,340.8971,-18.8303,4.69
8650,340.7504,30.2214,2.94
8655,341.4079,-53.5003,4.85
8665,341.6733,12.1728,4.19
8667,341.6329,23.5656,3.95
8675,342.1388,-51.3169,3.49
8679,342.3979,-13.5925,4.01
8684,342.5008,24.6017,3.48
8694,342.4200,66.2006,3.52
8695,343.1317,-32.8756,4.46
8698,343.1538,-7.5797,3.74
8699,343.0083,43.3125,4.94
8702,341.8708,83.1539,4.74
8709,343.6625,-15.8208,3.27
8717,343.8071,8.8158,4.90
8720,343.9871,-32.5397,4.21
8726,344.1083,49.7336,4.95
8728,344.4129,-29.6222,1.16
8747,345.2200,-52.7542,4.12
8748,343.6033,84.3461,4.71
8752,345.0213,56.9453,5.00
8762,345.4804,42.3261,3.62
8773,345.9692,3.8200,4.53
8775,345.9438,28.0828,2.42
8780,346.0458,50.0522,4.65
8781,346.1904,15.2053,2.49
8787,346.7200,-43.5206,4.28
8789,346.6704,-23.7431,4.47
8795,346.7512,9.4094,4.52
8796,346.7783,25.4683,4.76
8797,346.6538,59.4197,4.85
8812,347.3617,-21.1725,3.66
8817,347.4783,-22.4575,4.69
8819,346.9746,75.3875,4.41
8820,347.5900,-45.2467,3.90
8830,348.1375,49.4064,4.52
8834,348.5808,-6.0489,4.22
8841,348.9729,-9.0878,4.21
8848,349.3575,-58.2358,3.99
8852,349.2912,3.2822,3.69
8858,349.4758,-9.1825,4.39
8860,349.4363,49.0153,4.85
